RegionName,State,Metro,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024
Bergen County,NJ,"New York-Newark-Jersey City, NY-NJ-PA",241016.8775,241644.475,242407.0317,243971.6449,245765.6838,248261.2744,250715.9868,253202.2416,255493.4651,257888.2006,260478.7572,262746.669,265004.6959,267038.7845,268919.5247,270852.3813,272652.8822,274435.4305,276351.8648,278788.6911,281598.2102,284686.1462,287728.2892,290596.6258,293497.4873,296130.9896,298888.918,301381.7209,304021.7672,306925.3031,310138.6228,314338.6359,319692.9126,324838.2303,328867.9396,332183.8329,335760.6053,339900.474,343551.635,346973.224,350312.2197,354021.7545,358076.5364,361973.5117,365373.094,368495.4747,371410.9195,374252.7549,377267.6939,380247.1581,384000.1601,387457.7603,392120.5602,397187.4011,402885.805,408006.1196,412565.8546,417831.3552,423448.6622,428860.8508,433299.4738,437718.0563,441993.1163,447088.0882,452232.8309,458047.9889,463586.07,468677.5461,473265.3496,477988.268,482942.7185,486918.2599,490129.5427,493490.2099,497726.8661,501028.3075,503139.4877,504096.7203,505159.5807,504564.3241,503209.9147,500852.8863,498271.442,495723.2241,492985.4071,491716.8511,491944.8899,493612.4091,495394.8534,495529.8385,494116.022,491602.3976,489090.5564,487030.3842,485251.7401,483309.2865,481104.4172,479089.8755,477219.7785,475702.4537,472732.666,468585.0668,463600.7913,459415.8425,456232.8473,452721.2576,449168.4082,445931.4898,445417.5273,445847.6279,446842.9543,445127.4061,442374.1763,439281.7501,437134.6267,435219.1506,433138.4499,432073.7517,431546.6221,432459.2102,433091.4617,434120.7819,433462.9099,432472.9089,431300.7812,430903.4417,430680.1604,431018.4074,430957.8114,429852.7817,427832.7064,425548.7861,424302.5919,421989.4584,420209.6847,418185.3341,417754.4183,416234.6913,414329.1047,412351.8161,411566.2043,410028.872,408028.3914,405148.0532,403342.548,403212.0255,406059.3139,410205.1532,413347.966,414269.7557,414619.9365,415134.7423,416357.4569,417302.4891,417593.7665,417443.8497,417487.1838,418397.8518,419667.7712,421084.3651,422795.3503,424476.1636,426744.1667,429678.6858,433249.5265,437116.3695,439479.1708,441003.8524,441691.9092,443516.7608,446421.9777,450061.3083,452670.7239,454041.8758,454424.1159,454971.5023,455624.2424,456195.8938,456391.7,456167.0642,455602.7967,455506.0682,456041.974,456860.5289,458010.4845,459268.1379,461053.3044,463096.7011,465500.8534,468323.2406,470496.1991,472246.0518,472455.5437,472584.8608,472407.1424,473172.638,474436.5936,475910.3724,477106.2032,477309.7754,477098.8484,477615.2668,479023.748,481319.8691,482991.5678,484692.5478,486121.6742,488243.1943,490368.5166,492400.901,493740.0794,494800.0528,495837.7412,497024.1022,498339.4929,499448.9418,500196.2205,500566.3847,501719.4395,503168.924,505195.3227,506538.2974,508357.5254,509146.5657,509347.7467,508698.2507,508837.8017,509335.8025,509676.2746,509975.5978,510581.5416,511747.5862,512364.7259,512920.377,513083.7177,513234.0834,512963.1549,513409.993,514513.0355,515969.2839,518189.5067,520852.8939,524413.2549,527606.4176,529801.2734,530380.2218,529318.2617,529483.6416,532143.1163,537451.3549,544025.1608,550955.3848,557126.3402,563410.423,569607.0469,576106.4355,582067.3094,587557.36,591602.3394,593312.8498,592844.7959,592794.6562,594378.0698,597183.4312,600829.9679,605634.6846,612690.6406,620529.8436,629056.5292,635781.0931,638930.1625,637030.0497,632192.0855,627605.494,624732.0606,624320.2176,627115.9254,629524.6834,633326.4695,637908.2222,644733.0831,650398.3018,654014.4974,656876.0084,658713.9179,660688.1032,662826.8341,665676.5989,668995.3664,674363.9627,681872.1328,690209.5971
Middlesex County,NJ,"New York-Newark-Jersey City, NY-NJ-PA",179302.1464,179739.0987,180336.3224,181564.0011,183222.4218,185133.7058,187387.3599,189437.9372,191766.9913,194085.155,196352.1239,197990.4155,199410.2993,200966.5371,202765.0392,204770.1276,206663.4402,208950.8928,211443.6815,214269.2362,217019.7796,219738.38,222071.1593,224192.0039,226098.8306,228391.3888,230659.0088,232981.7846,235174.9925,237533.7886,240086.1957,243156.6647,246140.3695,249001.7574,251807.9045,254947.7674,258734.7455,262389.3784,266019.7156,269246.2428,272411.0394,275581.2871,278534.7904,281515.7166,284236.0108,286249.5437,287712.5753,288919.787,290475.3628,292306.5515,294418.388,296889.2496,300068.4052,303663.1203,307971.478,312847.7036,317749.279,321851.7899,325086.0602,328203.6379,331754.2741,334950.0372,338131.5883,342144.8115,347005.5913,352240.2576,357111.3554,361694.2503,365564.2419,369071.8141,372698.1756,376273.7023,379031.5351,381621.188,384302.4262,387471.6063,389742.7655,391446.2325,392078.9592,392127.7869,391615.0616,389929.3727,388569.3194,386768.5226,386343.6165,385886.9501,386177.143,385932.4927,384567.2119,382013.4676,378620.7047,375721.3282,373690.2468,372682.0226,371849.5334,370747.3135,369850.961,368817.5192,367366.7871,364939.4146,361814.81,358263.7573,354969.4564,352213.8052,350417.7371,348891.329,346486.8583,343690.9357,341364.4955,339892.4093,338703.952,336391.1201,334299.0227,332135.1502,330154.3593,328312.5496,326483.4008,325202.3858,324238.9732,324043.2589,323965.0602,324520.5965,324917.0782,325128.086,324963.6677,324353.4748,324067.0097,322337.1335,320492.911,318129.9299,315537.1157,312822.0919,310715.7763,309754.4436,308871.4746,307032.9855,304379.2323,301459.9585,299125.0021,297564.1381,296308.658,294206.9402,291760.5768,289593.857,288254.4762,286977.8976,285968.8183,285056.5158,284627.1479,283927.0185,283320.7014,282132.7823,281655.8489,281625.9808,282322.7599,283080.0112,283834.1497,284113.9592,284387.7724,284851.2109,286608.5748,288576.5806,290748.4405,292627.7472,294428.7386,295999.8545,296760.3245,297469.3945,298676.08,300394.1169,302704.427,304786.0588,307578.9399,309507.501,310963.7115,311168.9482,311182.7341,311135.3359,311263.8874,311493.9905,311455.4244,311403.8905,311537.6691,311845.1113,312699.6489,313200.2126,313922.7566,314951.022,316509.108,318436.2859,320216.6568,321986.0577,323367.1148,324428.3592,324877.4018,325479.7193,325952.6162,326410.3802,326385.7484,326360.5247,326377.2546,326380.6079,326316.8156,326855.8091,327498.7749,328470.6432,329271.7725,330863.3564,332564.4217,334303.9846,335197.3596,335621.9371,335747.9909,336666.6509,338025.6651,339836.3465,341333.9523,342801.2317,344304.2774,345802.0759,347225.6706,348763.6268,350365.6428,351896.983,352556.669,352772.7848,353189.053,354036.6581,355538.5401,357126.1384,359449.0952,362219.0478,365093.1757,367178.0303,368207.6709,368690.3688,368951.1303,369664.8227,371113.0614,373032.2511,374882.7896,376199.4402,377553.2725,379121.042,380322.0359,380803.1793,381056.6309,382352.3607,386301.2658,390879.5758,395492.2862,399064.8332,402583.8994,406860.5634,411028.2925,415372.3991,419848.7508,424192.5211,428504.7275,431051.5532,432874.4255,434141.2541,436386.2538,439172.6853,442409.8786,445896.7179,449975.7848,454248.8588,458864.4065,462839.4295,465120.1281,465322.5265,464109.0536,463356.2113,463137.8591,464299.0465,467143.6662,469364.6242,472488.0632,475939.5349,481074.5331,485779.4646,489517.8064,492574.8167,495352.7818,497434.6543,499674.0619,501965.4832,504974.4822,509432.6539,515031.4164,521249.2129
Essex County,NJ,"New York-Newark-Jersey City, NY-NJ-PA",193329.723,194107.9839,194904.0458,196192.5428,197353.7266,198739.5969,200562.8813,202845.7056,205005.5384,207309.2481,209293.4298,211304.0546,213244.9154,215430.2194,217753.2225,220065.8479,222430.9119,224777.2336,227268.4955,229959.3572,232753.9464,235629.73,238122.413,240363.7431,242370.562,244423.8484,246641.6081,248921.2229,251373.8762,254066.7249,256985.5808,260210.0662,263410.7769,266925.9691,270296.5669,273746.4527,277216.6038,280802.7459,284186.5848,287353.1678,290533.2768,294027.0135,297793.5545,301702.0331,304666.6381,306696.4895,307772.0873,309327.8297,311156.2262,313403.1653,315767.672,318518.8406,321495.9199,325045.8012,329281.4798,334057.8598,339165.257,344152.851,349063.8485,353400.9265,357876.3776,362062.6972,366185.701,369904.2533,373220.9821,377004.3323,380683.5071,385154.7213,390156.1662,395475.8862,400317.3558,404230.0767,407395.8332,410472.0835,413259.1311,417062.8765,420846.2898,424199.3004,426205.5018,427448.9468,428385.1442,428810.5765,428913.9583,429083.6031,429614.8597,430603.8599,431989.5721,433087.7368,432700.2618,430663.8178,427296.5587,424060.8683,420644.9202,418448.1453,417604.6006,416850.2028,415858.6183,414085.4084,413038.606,411939.6325,410168.2894,407978.7284,404872.9061,402336.8494,399960.5147,396583.7602,392057.8893,386593.7398,382588.5961,379459.5431,376545.978,372678.499,369420.1378,366181.7224,364257.0141,361685.7755,359596.5917,357005.2032,354319.3987,352620.1785,351521.13,350691.013,349379.624,348145.9019,347534.7576,348742.2965,349368.2985,348934.1134,346801.4739,345350.3091,345094.1701,344214.9961,341340.5273,339003.955,336951.9838,336291.0811,333680.2843,330130.8436,326676.7999,324328.0256,322343.3503,320365.725,317493.0713,314869.7419,313122.5611,312346.4589,312631.2855,311988.6277,311412.0064,310172.9897,309671.74,309361.3396,310128.4269,310887.3407,312145.6529,313600.6108,315192.0614,315912.5201,315510.6187,315371.89,315978.3699,317167.2629,318522.1341,319984.2282,321589.9423,323238.1261,324305.8119,325923.0858,327811.9757,330769.9151,334238.0053,338275.324,342749.8818,346128.0748,348152.5924,348546.0697,348284.7855,348150.9418,348325.2538,349423.8716,350053.2462,350332.2195,350363.3503,350542.434,351484.4855,352234.2511,353449.6707,355044.8629,357377.9738,360052.6945,362258.0226,364155.4131,365449.2307,366322.9552,366499.8825,366795.3759,367418.3203,368646.8737,369564.3982,370378.7493,370534.1416,370885.7801,371437.8059,373365.4124,375848.1738,378348.9255,380322.0485,382492.1824,384907.0627,386968.6438,387945.3459,388132.7387,388213.0649,388377.0547,389143.6314,390666.3477,393286.9146,395862.1703,398453.2242,400469.635,402438.7701,403567.39,404762.811,405661.3861,406559.2613,406760.2944,407415.8194,408642.808,410381.1022,412606.9122,415212.76,418259.9491,420195.2589,421320.3134,421457.5106,421703.1876,421807.2152,422875.9028,424760.2982,427010.8862,429739.9759,432736.3069,436624.6229,440847.2628,444313.1086,446109.7687,446265.8537,446885.9812,449361.3097,454064.7588,460461.1194,468357.5319,475490.1156,482029.1321,487246.4225,492560.0389,497186.0668,501247.716,503973.4516,505156.4462,505371.8432,505754.1154,507643.0272,509999.6992,513385.1427,517565.0672,523260.1966,529526.0604,536514.8473,543076.842,547586.4388,548247.2336,546122.1565,543549.0882,541702.8691,541323.4829,542634.5024,543495.4512,545852.3927,550215.0088,557609.7322,564383.8621,569227.1737,572552.2439,575187.6692,578184.1536,581950.9905,586118.0282,590169.3471,594979.4013,601266.4285,608091.7071
Hudson County,NJ,"New York-Newark-Jersey City, NY-NJ-PA",164059.465,164765.7765,165356.8097,166615.657,168025.4925,169133.2051,170339.3661,171476.7992,173143.8986,174938.2346,176664.2699,178466.0682,180283.1674,182351.815,184373.0121,186348.6461,188036.7844,189997.7197,192138.1823,194908.2552,197709.8998,200898.4775,203880.634,206635.54,209085.6262,211374.8399,213688.967,215898.4545,218129.5199,220733.0625,223487.8489,226441.3069,229236.4651,232132.8006,234881.5524,237493.5048,240030.0794,242693.079,245461.0272,248111.9546,250764.943,253754.2745,257015.553,260513.8766,263837.6738,266952.5805,269898.5976,272636.1223,275297.9408,277884.8013,280570.5244,283461.7578,286677.381,290565.7219,295438.6186,,309603.9242,315302.9981,318705.2951,323276.8276,328729.0487,334758.9763,340009.5902,345336.4121,350445.2712,356182.0684,362238.5086,368577.8526,375277.1526,381491.9727,387073.1226,391271.5922,395570.531,400183.7405,404837.3675,409885.456,414554.594,419426.9383,422676.8472,424456.5429,425536.7566,425945.4728,426895.3826,427688.1995,428450.4954,428997.9898,429518.1997,430196.9273,430964.4718,431533.3962,431881.1932,430961.9766,429319.2423,427429.411,425466.7557,423161.274,419442.7033,417431.613,411882.14,406658.6536,399849.3121,397274.665,395028.533,390335.8373,384308.6614,378153.314,372357.7858,366452.535,360319.432,356774.6477,353603.9155,347944.5809,340439.8366,332115.8442,327667.5339,325286.7015,325564.4507,325955.8517,327257.8014,326775.8492,326701.1579,323880.8065,320904.5576,321449.7517,324879.9976,329155.8543,328876.4519,325898.5304,321867.128,318158.4322,315341.4375,313632.3305,312427.2629,311053.4721,309427.0632,306318.9603,302948.7515,299823.0761,297168.1393,295673.8319,294385.9767,294001.3839,294496.9711,294625.2812,294160.3512,292962.7728,292916.9832,293481.2366,293924.9412,293500.9884,293147.4176,292187.8252,291951.288,291578.7034,292770.837,293823.4666,296285.2351,298606.1159,301618.9002,303974.5301,306192.5643,307483.4201,308356.0186,309913.2116,312843.1274,316314.6199,318650.2279,319396.9242,321098.6068,324164.8278,329033.2209,332730.5811,335465.3417,336409.7098,337064.0311,337999.7885,339669.8907,341169.8405,342761.5813,343879.4545,345262.0116,345943.2454,347983.4538,349830.5162,352437.1197,353078.0644,353941.9137,355476.8016,358897.9023,363138.3018,367445.444,371742.1987,375532.0995,378473.1065,380772.8739,383330.078,385942.1709,388530.1668,390481.1599,392683.7436,394619.0528,396396.8816,397984.2144,400690.8131,403762.989,407026.2323,409762.3212,413220.9838,416834.0967,420376.1974,423713.6293,427456.5005,431382.3355,435569.0322,439069.7332,442670.7169,445434.9382,449175.303,453233.1087,456910.9365,460584.5273,462995.4233,465701.591,466852.0198,467621.6224,467122.5027,466758.3398,466664.9998,468344.1792,470634.5635,473478.5779,476352.6701,478653.2607,480158.4091,480763.4546,481014.5574,481124.5771,482305.5757,484134.9726,486641.8442,489373.9007,492231.6119,495569.3494,498688.7302,501106.076,501727.1841,500845.0048,500541.2809,502668.4363,506801.2524,511367.2689,515864.0395,519088.6443,522612.1648,525923.5393,529491.4839,533155.8956,536922.7711,541849.0304,545564.2381,548408.1059,550609.2843,553328.7285,555668.2095,556556.376,556761.4687,558726.1183,561889.8818,566479.2942,570625.5934,572874.9862,572262.9307,568983.3347,565941.4702,563066.0289,560814.3374,560165.6953,559759.6063,560942.8204,562743.6864,566402.2963,570382.6201,573661.9964,575870.6563,577131.6528,578115.361,579207.735,579807.2853,580923.4022,583399.4626,589060.1136,595258.8244
Monmouth County,NJ,"New York-Newark-Jersey City, NY-NJ-PA",196554.9059,197015.5447,197610.403,198903.4451,200567.218,202571.6182,205005.5378,208572.212,212327.155,215952.5323,218263.6276,220417.5126,222422.8543,224985.2566,227107.8755,229253.3703,231361.4952,234208.6527,237064.1737,239843.3967,242366.0814,245504.8196,248269.5994,250858.6215,252811.763,254939.3571,257286.704,259828.5732,262158.6567,264537.4927,267194.5305,270936.8396,275002.5578,279374.2911,283225.1955,287062.603,290637.2738,294204.4672,297896.757,301303.2443,304781.1457,308184.2837,312134.2545,316253.6357,320424.8578,323782.0858,326491.308,328862.6757,331589.2005,334688.5299,337900.5556,341292.9205,345003.5682,349715.2665,355009.0445,359711.9977,363621.1635,367015.0304,371900.5804,376218.5662,380335.3666,383629.2081,387415.6108,392104.3474,396968.6124,401618.6099,405480.4565,408777.5643,412547.6294,416187.2903,419794.2786,423053.9048,426223.1356,429376.582,431723.7612,434480.75,437302.586,440292.034,442274.8096,442714.479,442375.3823,441493.0084,440332.259,438248.7693,434658.577,431486.2549,429176.5159,429124.8919,428612.4841,427581.1254,425509.071,423716.8889,422416.6331,420617.0039,418898.5691,417933.1337,417414.3021,416960.634,416081.5092,413749.3755,410095.8651,404755.9083,399946.0871,395267.9346,391806.6415,389720.6218,387903.0609,385545.3713,383786.0723,381477.7845,379092.2348,376505.2158,374972.1084,374552.8572,373245.7458,372576.263,371493.2477,369913.4904,368514.7201,367078.6796,366489.6946,366467.5482,367293.6754,367279.0862,366523.1534,364819.5732,363877.4995,362825.4113,361706.5987,360670.8553,359848.1339,359701.3438,359388.1992,358317.0732,356149.9299,354794.9227,353815.3855,352783.7958,350415.851,347306.3794,344701.4965,342124.0619,339915.0393,337787.7155,335905.5096,334865.1348,335114.0457,336149.1512,337486.9271,338180.9934,338566.6231,338725.7107,339005.304,339178.6434,339162.8451,339397.8034,340083.5578,340821.4051,341196.3201,341894.304,343324.392,345194.0853,347171.7501,349525.2464,351921.4637,354068.6359,355088.6238,356044.598,357964.1543,361143.1424,364751.2046,367887.5636,370706.6695,372560.2237,373526.3406,373827.2543,374176.4788,374398.7753,374412.0515,374388.7852,375094.3132,376317.7496,377674.094,378504.6937,379301.9604,380398.4542,381848.6716,383710.5327,385665.8091,387672.2824,389288.708,390513.8492,391414.0765,392246.1943,392960.6647,394020.2062,395148.8591,396361.1965,397494.4626,398157.1983,398672.979,399112.0848,399825.2791,401082.7158,402453.3132,404040.3325,405550.5781,407282.3527,409030.9688,410810.8599,412450.0595,413829.8192,415120.0768,416420.3683,417850.9647,419236.8573,420969.6236,422969.4928,425612.4193,427934.4872,430099.3482,431946.6508,434155.3772,436262.5722,437894.5003,438880.9812,439779.8615,440708.3567,441530.6739,442455.8532,443478.1528,444792.7177,445807.14,446684.6664,447067.7489,447094.212,446490.53,446455.301,447364.0833,448950.0593,450766.5299,452173.3584,454005.4689,455834.8157,457141.0356,457097.1577,456670.5131,458304.1797,463203.5096,,480037.848,489780.774,498755.7915,507597.502,516104.3026,525288.9162,534181.4151,542666.8833,548936.7007,552412.6685,553579.9597,554839.1351,557368.3516,561172.3355,567467.6971,575836.212,587126.763,599147.8097,611216.6729,621327.9652,626980.4153,627865.242,625523.9572,623896.1769,623318.9489,623289.8775,622477.5967,621721.4669,622682.458,626324.8769,632568.5145,639804.4672,646920.8087,652603.0484,657461.8383,662165.0254,667130.2086,671102.6662,673281.8382,676031.2787,681168.2795,688214.5969
Ocean County,NJ,"New York-Newark-Jersey City, NY-NJ-PA",140701.3294,141280.063,141611.8423,142487.4412,143301.6304,144327.6164,145398.0541,146655.0472,148257.9169,149891.1563,151446.1773,152671.5654,153806.783,155142.7822,156624.9878,158169.8403,159499.0368,160915.9275,162619.5612,164658.009,166972.7766,169055.5888,170821.1157,172169.7835,173729.5287,175569.3342,177640.8543,179845.6407,182085.7676,184567.1824,187280.0256,190514.5641,194549.2448,199173.8532,203721.5213,207259.8813,209969.7877,212547.233,215611.5348,218740.841,221864.3273,224906.4389,228626.6771,232642.377,236199.0061,239282.5013,242013.5455,244818.3087,247645.5744,250145.1528,253014.2506,256653.8372,261162.4247,265875.7301,269352.6181,272002.2579,274508.0509,277847.5277,281625.8809,285117.0418,288287.6979,290850.2794,294044.4098,297663.7488,301785.9765,305684.7328,308915.5688,312270.0488,315042.7087,317996.6265,320671.5345,323719.1473,326744.8973,329601.4129,332226.9437,334783.9076,337231.5378,339420.0083,340909.6979,341955.5854,342128.7459,341702.4131,340296.4818,338421.611,336261.045,334702.4454,333287.2725,332291.3802,331462.4008,330100.7263,328354.2625,326143.8672,324199.5462,322159.5236,319328.0367,316745.8321,315815.1129,315908.5633,315472.4858,312286.0529,308345.6909,304743.3871,302440.6211,300385.7967,298230.6882,295699.1045,293009.741,290815.9897,288460.6453,285842.8033,282723.8385,280312.649,278272.8639,276605.6579,274486.6531,272675.7168,270878.4706,269994.3169,269411.4521,269211.8484,268965.2087,269017.5953,269186.295,269260.6748,268723.7707,267707.0826,266503.0803,265440.422,264046.6218,262191.539,260446.3537,259489.3121,258567.9145,257316.6594,255695.7599,253727.8772,251281.4034,248859.7229,246574.5495,244845.1244,243170.8418,242061.5938,240664.4099,239145.1836,237717.204,237567.6512,238540.6059,239886.9517,241367.5836,242678.2892,243848.5271,243973.7737,243946.3991,243793.3141,244276.7849,244756.527,245428.0256,245612.2952,245211.1709,245134.4254,245447.4426,246423.147,247356.3942,248648.8967,250102.8747,251033.3798,251446.2222,251384.4285,251706.6122,252517.6384,253847.8409,255653.3566,257785.5494,259467.9184,260547.2867,261195.6442,261887.8937,262187.7335,262097.8942,261578.9158,261303.7435,261218.0322,261646.3211,262385.7481,263649.6321,264909.7225,265911.54,266595.3161,267445.9133,268598.1341,270062.0459,271320.9597,272322.2212,272778.3449,272690.0853,272528.9351,272762.4164,273514.0291,274427.7362,275149.2604,275494.2396,275666.5933,275988.7013,276938.0833,278129.6145,279130.2575,279892.5148,280867.2151,281942.0751,283017.4717,283798.8381,284455.3047,285096.0013,285694.2865,286547.6995,287196.4984,287940.7089,288327.8356,289121.3732,289740.5356,290782.3246,291796.4428,293316.6894,294359.3305,295007.9661,295125.6046,295414.2633,295858.7799,296558.5252,297575.5296,298912.5154,300558.2653,301807.0639,302699.3045,302903.4574,303053.148,302992.2262,303207.7139,304020.2072,305123.788,306976.0953,308803.2888,311444.5957,313567.1385,315011.8185,315307.9137,315416.4748,316516.4515,319467.2756,324188.9914,330422.0262,337461.9048,344373.4127,351286.8148,357943.1304,365232.8459,372984.8514,381040.8922,387788.6485,392695.9323,395916.5553,399264.2891,403125.3765,407151.3607,412898.3204,420218.4212,429366.6778,437826.9015,445542.0435,452444.4822,457031.5969,458516.9148,457421.7016,456565.5026,456489.2165,456795.4734,456525.2431,456072.2251,456281.2198,457913.6265,461301.6162,465729.3652,470341.7503,474303.8619,477874.5606,481748.4883,485521.3001,488711.6171,490356.6003,492457.4055,495984.1356,500971.1744
